move_sequence,result
e4 g6 d4 d6 Nc3 Bg7 Be3 a6 Nf3 Nf6 Qd2 Nc6 Bh6 Bxh6 Qxh6 Bg4 O-O-O Bxf3 gxf3 e6 e5 dxe5 dxe5 Nd7 Ne4 Qe7 f4 O-O-O Bg2 Nb6 a3 Nd4 Kb1 Nf5 Qh3 Nd5 Qb3 c6 Qc4 Kb8 Nc5 Ka7 a4 b5 axb5 cxb5 Qb3 Qxc5 Bxd5 Rxd5 Rd3 Qc4 Qa3 b4 Qa4 Rxd3 cxd3 Qxd3+ Ka1 Qb5 Qc2 b3 Qc7+ Ka8 Rd1 Qa4+ Kb1 Qe4+ Ka1 Rb8 Qa5 Qc4 Qa3 Rc8 Rb1 Nd4,0-1
d4 d5 c4 e6 Nf3 c6 Qc2 Nf6 g3 dxc4 Qxc4 b5 Qb3 Bb7 Bg2 a6 a4 Nbd7 O-O c5 axb5 Bd5 Qc2 axb5 Rxa8 Qxa8 Nc3 Bc6 dxc5 Bxc5 b4 Bxb4 Nxb5 O-O Nbd4 Be4 Qb2 Rb8 Bd2 Bc5 Qa1 Qd5 Bc3 e5 Nc2 Bxc2 Nxe5 Be4 Rd1 Qxd1+ Qxd1 Rb1,0-1
Nf3 g6 c4 Bg7 Nc3 c5 e3 Nf6 Be2 O-O O-O d5 cxd5 Nxd5 Qb3 Nb6 a4 Be6 Qc2 Nc6 d3 Nb4 Qd1 Qd7 e4 Rfd8 a5 Nc8 Be3 Nxd3 Bxd3 Qxd3 Bxc5 Qxd1 Rfxd1 Nd6 Bxd6 Rxd6 Rxd6 exd6 Rd1 Rd8 Nd4 Bc4 Ndb5 Be5 g3 a6 f4 Bxf4 gxf4 axb5 Kf2 b4 Nd5 b3 Nb6 Be6 e5 d5 Ke3 f6 Kd4 Kf7 Rd3 fxe5+ fxe5 g5 Rf3+ Ke7 Rxb3 h5 Na4 Bc8 Nc5 g4 Nxb7 Rf8 Nc5 h4 a6 Rf4+ Kxd5 Rf8 a7 Rd8+ Kc6,1-0
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a4 e5 Nf3 Be7 Bg5 Be6 Bxf6 Bxf6 Nd5 Nd7 Bc4 Rc8 Qd3 Nb6 Nxf6+ Qxf6 Bxe6 Qxe6 O-O O-O Rfd1 Rc6 b3 Nd7 c4 Nc5 Qe3 f5 exf5 Qxf5 Ra2 Rb6 Rb2 Nxa4 Rbd2 Nc5 Rxd6 Rxd6 Rxd6 Qb1+ Ne1 e4 Kf1 Nxb3 Rb6 Nd2+ Kg1 Qa2 Rxb7 Nxc4 Qd4 Ne5 h3 Qe6 Qxe4 Qc6 Qb4 h6 Qb2 Qe4 Nd3,1/2-1/2
e4 e5 Nf3 Nc6 d4 d6 Bb5 exd4 Nxd4 Bd7 Nc3 Nf6 O-O Be7 Bxc6 bxc6 Qf3 c5 Nf5 Bxf5 Qxf5 O-O b3 Qc8 Qxc8 Raxc8 Bb2 Rfe8 f3 Nd7 Nd5 Nb6 Nxe7+ Rxe7 g4 Rce8 Kf2 d5 Ba3 dxe4 Bxc5 Re5 Bd4 Rd5 Be3 exf3 Rfe1 h5 h3 hxg4 hxg4 f6 Rad1 Kf7 c4 Rde5 Kxf3 R8e7 Bf2 Rxe1 Rxe1 Rxe1 Bxe1 a6 Bg3 c6 Ke4 Ke6 Kd4 Nd7 b4 g5 a4 f5 gxf5+ Kxf5 b5 cxb5 cxb5 axb5 a5 Ke6 a6 b4 Kc4 b3 Kc3 Kd5 a7 Nb6 Bf2 Na8 Kxb3 Kc6 Kc4 Kb7 Kd5 Nc7+ Ke4 Nb5 Kf5 Nxa7 Kxg5,1/2-1/2
Nf3 b6 g3 Bb7 Bg2 g6 O-O Bg7 c4 Nf6 Nc3 O-O b3 e6 Bb2 Na6 e3 Qe7 Qe2 d5 Rac1 Rfd8 Rfd1 c5 cxd5 exd5 d4 Nb4 a3 Ba6 Nb5 Qe8 Bf1 Nc6 dxc5 bxc5 Rxc5 Ne4 Rc2 d4 Nfxd4 Nxd4 Bxd4 Bxd4 Rxd4 Rxd4 exd4 Ng5 Qxe8+ Rxe8 Nc7 Nf3+ Kh1 Bb7 Nxe8 Ne1+ d5 Nxc2 Bc4 Kf8 Nd6 Ba8 a4 Nb4 Nb5 a5 Nd4 Bb7 Kg1 Ke7 Kf1,1-0
d4 d5 c4 e6 Nf3 Nf6 g3 dxc4 Bg2 b5 a4 c6 Ne5 Nd5 O-O Bb7 b3 cxb3 Qxb3 a6 Nd2 Nd7 Nxd7 Qxd7 Ne4 f5 Nc5 Bxc5 dxc5 O-O Rd1 Qf7 Bf4 Rfe8 Bd6 Nf6 f3 e5 Qxf7+ Kxf7 e4 fxe4 fxe4 a5 Bf1 Ba6 axb5 Bxb5 Rdb1 Bxf1 Rxf1 a4 Ra3 Kg6 Re1 Ra5 Kg2 Kf7 Kf3 Ke6 Rb1 Rb5 Rba1 Ra8 Rxa4 Rb3+ Ke2 Rxa4 Rxa4 g5 Ra6 Nxe4 Rxc6 Kd5 Rc8 Rb2+ Ke3 Rb3+ Ke2 g4 Bf8 Ng5 c6 Rc3 c7 Ke4 Bd6 Nf7 Be7,1-0
f4 d5 Nf3 Nh6 d3 Bg4 e4 dxe4 dxe4 Qxd1+ Kxd1 Nc6 Nd2 O-O-O Be2 e5 Nxe5 Bxe2+ Kxe2 Nd4+ Kd1 f6 Nd3 Ng4 Nc4 Ne6 Ke2 Nd4+ Kd2 b5 Na3 Bxa3 bxa3 Rhe8 h3 Ne3 Kxe3 Nxc2+ Kd2 Nxa1 Re1 Rd6 e5 fxe5 fxe5 Rc6 Re4 Rc2+ Ke3 Rxg2 Kf3 Rxa2 Nb4 Rh2 Kg3 Rh1 Bf4 Nb3 Nd5 Rd1 Nb4 Rd4 Re3 Nc5 Re2 a5 Nc2 Rd3+ Kg4 Ne6 Be3 g6 Kf3 Red8 Ke4 c5 Rf2 c4 Rf6 Re8 Rf7 Rd7 Rf6 Ree7 h4 Rd8 Bb6 Rde8 Ne3 Kb7 Nd5 Rd7 Be3 Kc6 Nf4 Rde7 Bd2 b4 axb4 Kb5 Nd5 axb4 Bxb4 Rd7 Bd6 c3 Nxc3+ Kc4 Nd5 Nc5+ Bxc5 Kxc5 Nf4 Rd4+ Kf3 Rxe5 h5 Rf5 Rxf5+ gxf5 Ne6+ Kd5 Nxd4 Kxd4 Kf4 Kd5 Kxf5 h6 Kf6 Kd6 Kg6 Ke6 Kxh6 Kf7 Kh7 Kf8 h6 Kf7 Kh8 Kf8 h7 Kf7,1/2-1/2
e4 Nf6 e5 Nd5 d4 d6 Nf3 g6 Bc4 c6 O-O Bg7 exd6 Qxd6 c3 O-O Re1 Nd7 Nbd2 b6 Ne4 Qc7 Bg5 Bb7 Qd2 Rfe8 Bh6 Rad8 Rad1 c5 Bxg7 Kxg7 Qg5 h6 Qh4 e6 Bb5 f5 Neg5 hxg5 Nxg5 Nf8 Bxe8 Rxe8 dxc5 bxc5 c4 Nf6 Re3 Rd8 Rde1 Rd4 Qh3 Ne4 Qh7+ Nxh7 Nxe6+ Kf6 Nxc7 Nhg5 f3 Nd6 b3 f4 Ne8+ Nxe8 Rxe8 Bxf3 h4 Kf5 R8e5+ Kg4 Rxg5+ Kxh4 Rxg6 Bh5 Rg7 f3 gxf3 Bxf3 Rf1 Bg4 Rf2 Kg3 Rg2+ Kf3 Rf7+ Ke3 Kh2 Bf3 Rg3 Rh4+ Rh3 Rxh3+ Kxh3 Be4 Kg3 a5 Ra7 Kd3 Rxa5 Kd4 Kf4 Bb1 Ra7,1-0
d4 Nh6 e4 g6 c3 Bg7 Be2 d6 f4 c5 Nf3 O-O O-O cxd4 cxd4 Nc6 Nc3 Bg4 Be3 Qb6 Na4 Qa5 d5 Nb4 a3 Na6 b4 Qd8 Rc1 Rc8 Bxa7 Rxc1 Qxc1 f5 e5 Bxf3 gxf3 Kh8 b5 Nb8 Bb6 Qe8 e6 Ng8 Qd2 Nf6 Kh1 Nh5 Be3 g5 fxg5 f4 Bd4 Qg6 Bd3 Qxg5 Be4 Qh4 Bxg7+ Nxg7 Nc3 Nh5 Ne2 Rg8 Qd4+ Nf6 Bd3 Qh3 Nxf4 Qh6 Rg1 Rxg1+ Kxg1 Qg5+ Kf2 Kg7 Ne2 Qxd5 Qxd5 Nxd5 Nd4 Kf6 Bxh7 Nc7 Be4 d5 Bf5 Nxb5 Nxb5 Kxf5 Ke3 Kxe6 Kd4 Nc6+ Kc5 Ke5 h4 d4 Kc4 Na5+ Kd3 Nc6 h5 Kd5 f4 Ne5+ fxe5 Kxe5 Nxd4 Kf6 Ke4,1-0
Nf3 g6 e4 Nf6 e5 Nd5 d4 d6 Be2 Bg7 O-O O-O Re1 dxe5 Nxe5 c5 dxc5 Bxe5 Bf3 Qc7 Qxd5 Bxh2+ Kh1 Bf4 Nc3 Bxc1 Raxc1 Nc6 Qg5 Be6 Qh6 Nd4 Ne4 Nf5 Qd2 Rfd8 Qc3 Bd5 Rcd1 Bc6 Ng5 Qf4 Bxc6 bxc6 Nf3 f6 Qb3+ Kf8 Qe6 Qc7 c3 Ng7 Qe4 e5 Qh4 Kf7 Nd2 Nf5 Qc4+ Kg7 Ne4 Qf7 Qa4 Qe6 g3 Rd5 c4 Rxd1 Rxd1 Nd4 Kg2 a5 Re1 h5 Nd6 h4 Qd1 hxg3 Qxd4 Rh8 Qe4 Qh3+ Kf3 gxf2+ Kxf2 Qh2+ Qg2 Qf4+ Kg1 Qd4+ Kf1 Qf4+ Kg1 Qd4+ Kf1 Rh4 Nf5+,1-0
e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 a4 Nc6 Nxc6 bxc6 a5 g6 Be3 Bg7 Bb6 Qd7 Bd3 O-O O-O Qb7 Na4 Be6 Re1 Nd7 c3 c5 Qe2 Bb3 Reb1 Bxa4 Rxa4 Nxb6 axb6 Qxb6 h4 a5 h5 Rab8 g3 e6 Kg2 d5 exd5 exd5 Qf3 c4 Bc2 Rfe8 b3 Qc5 bxc4 dxc4 Rxb8 Rxb8 Qg4 Rb2 Rxc4 Qxh5 Qxh5 gxh5 Rc8+ Bf8 Bxh7+ Kg7 Be4 a4 Bd5 Rd2 Bc4 Rd7 Ra8 a3 Kf3 Rc7 Ra4 Bc5 Bd5 Rd7 Bc4 Rd2 Ra5 Rxf2+ Ke4 Bd6 Rxh5 Rc2 Rg5+ Kf8 Rf5 Rxc3 Rxf7+ Ke8 Bd5 Rxg3 Ra7 Bc5 Ra5 Bd6 Ra7 Kd8 Be6 Bc5 Rd7+ Ke8 Rc7 Bd6 Ra7 Bc5 Rc7 Bb6 Rb7 Bc5 Rc7,1/2-1/2
d4 Nf6 Nc3 d5 Bf4 c5 e3 cxd4 exd4 a6 Nf3 Nc6 Ne5 Bd7 g4 h6 h4 g6 Bh3 Bg7 Nxd7 Nxd7 Nxd5 Qa5+ Nc3 Nxd4 O-O Ne5 Bg2 Rd8 Bxe5 Bxe5 Re1 O-O Qd3 e6 Rad1 Bg7 Ne4 f5 gxf5 Nxf5 Qc4 Nxh4 Nc5 Nxg2 Kxg2 Rxd1 Rxd1 Qc7 Qxe6+ Kh7 Ne4 Qxc2 Rd6 Qxb2 Qxg6+ Kh8 Rd7 b6 Rb7 a5 a4 Qd4 Re7 Qb2 Rb7 Qd4 Re7 Qb2 Re6 Qd4 Re7,1/2-1/2
e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 O-O d6 c3 O-O h3 Bb6 a4 a5 Nbd2 Re8 Re1 h6 Nf1 Be6 Bb5 d5 Qc2 Qd6 Be3 Bxe3 Nxe3 dxe4 dxe4 Qc5 b4 axb4 cxb4 Qxb4 Bxc6 bxc6 Nxe5 Qxe4 Qxe4 Nxe4 Nxc6 Bd7 Nd5 Bxc6 Nxc7 Kf8 a5 Nc5 Rxe8+ Rxe8 Nxe8 Bxe8 a6 Nxa6 Rxa6 Bb5 Rb6 Bc4 Rb8+ Ke7 Rg8 Kf6 f3 Kg6 Kf2 f6 Rc8 Be6 Rc7 Kh7 Ke3 Kg8 Kd4 Kf8 Kc5 Bb3 Kd6 Ba2 Rc3 Kf7 h4 Kf8 g4 Kf7 f4 Kf8 Rc5 Kf7 Rc2 Bb3 Rc1 Ba2 Rc7+ Kf8 g5 hxg5 hxg5 fxg5 fxg5 Bb1 Rc1 Bd3 Ke6 Kg8 Ke7 Be4 Rd1 Bc2 Rd6 Kh7 Kf8 Bf5 Kf7 Bc2 Ra6 Bd3 Ra7 Bc4+ Kf8 Kg6 Rxg7+ Kf5 Ke7 Be2 Kf7 Bh5+ g6 Kg5 Rg8 Kf5 Ke7 Bxg6 Rf8+ Ke5 Rf6 Be4 Re6+ Kd5 Kf6 Bd3 Re5+ Kd4 Re1 Be4 Kg5 Bd5 Kf4 Bc4 Rd1+ Kc3 Ke3 Bb3 Rd7 Kb2 Rc7 Ba2 Kd2 Ka1 Kc3 Bb1 Rg7 Ba2 Ra7 Kb1 Rh7 Ka1 Rh6 Bb1 Kb3 Ba2+ Ka3 Bb1 Rh2 Be4 Ra2+ Kb1 Re2 Bd3 Rd2 Be4 Kb3 Ka1 Ra2+ Kb1 Re2 Bd5+ Kc3 Ka1 Rd2 Ba2 Kc2 Bb1+ Kc1 Ba2 Rd7 Be6 Re7 Ba2 Kc2 Bb1+ Kb3 Ba2+ Kc3 Bb1 Rg7 Ba2 Ra7 Kb1 Ra6 Ka1 Rb6 Bb1 Rh6 Ba2 Rh4 Bb1 Rh2 Ba2 Kb4 Bb1 Kb3 Be4 Rd2 Bb1 Ka3 Bf5 Ra2+ Kb1 Re2 Bd3 Rf2 Kc1,1/2-1/2
e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 c4 Bg7 Be3 Qb6 Nb3 Qd8 Qd2 Nf6 Nc3 Ng4 Bf4 d6 Be2 O-O O-O a5 h3 Nf6 Be3 a4 Nd4 Nxd4 Bxd4 Bd7 Rfd1 Qa5 Qe3 Bc6 e5 Nd7 e6 Bxd4 Rxd4 fxe6 Qxe6+ Rf7 Qe3 Raf8 Rf1 Qb6 Bg4 e5 Rd3 Qxe3 Rxe3 Nc5 Bd1 Rf4 b4 axb3 axb3 Kg7 b4 Ne4 Nxe4 Rxe4 Rxe4 Bxe4 Be2 Kf6 Ra1 Rc8 Ra7 Rc7 f3 Bf5 b5 e4 b6 Re7 Kf2 e3+ Ke1 Ke5 Ra5+ Kf4 Rd5 Re8 Rxd6 Ra8 Bd1 Ra2 g4 Bb1 c5 Rh2 Be2 Rh1+ Bf1 Kxf3 Rf6+ Kg3 c6 Bd3 cxb7,1-0
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Bg5 Nbd7 e3 h6 Bh4 Be7 cxd5 Nxd5 Bxe7 Qxe7 Bd3 O-O O-O Nxc3 bxc3 b6 a4 Bb7 a5 c5 Bb5 Rfc8 Qe2 Nf6 axb6 axb6 Rxa8 Rxa8 Ne5 Qc7 Bd3 Ne4 Qb2 Nd6 Ra1 Ra5 Rxa5 bxa5 Qa3 cxd4 exd4 f6 Ng6 Be4 Bxe4 Nxe4 Qf8+ Kh7 Ne7 h5 h4,1-0
a3 d5 Nf3 Nf6 c4 c6 e3 Bf5 Nc3 e6 Be2 h6 O-O Nbd7 b4 Bd6 cxd5 exd5 Bb2 O-O Nd4 Bh7 f4 Re8 Na4 a5 Qb3 axb4 axb4 Qe7 Bc3 Ne4 Bd3 Nxc3 Bxh7+ Kxh7 Nxc3 Bxb4 Rxa8 Rxa8 Rb1 Bxc3 Qxc3 Nf6 Qb2 c5 Nf3 Ne4 h3 b5 d3 Nd6 Qe5 Re8 Kh2 Qe6 e4 dxe4 dxe4 Qxe5 fxe5 Nxe4 Rxb5 Rc8 Ne1 c4 Nc2 c3 Rb4 Ng5 Kg3 Rd8 Rc4 Rd3+ Kf4 Rd2 Ne3 c2 Rxc2 Rxc2 Nxc2 Ne6+ Ke4 Kg6 Ne3 Nc5+ Kd5 Nd3 Kd4 Nf4 Ke4 Ne6 Nc4 f6 Nd6 fxe5 Kxe5 Nc5 Kd4 Ne6+ Ke4 Nc5+ Ke3 Ne6 g3 Kf6 Kf3 h5 Ne4+ Ke5 Ke3 g5 Nf2 Kf5 Nd3 Nc7 Kd4 Ne6+ Kd5 Ng7 Ne1 h4 gxh4 gxh4 Ng2 Kg5 Ke4 Ne6 Ke5 Nc5 Ne1 Nd7+ Ke4 Nf6+ Ke3 Kf5 Ng2 Kg5 Kf3 Nd5 Ke4 Nf6+ Kd4 Nd7 Nxh4 Kxh4 Kd5 Kxh3,1/2-1/2
b3 e5 Bb2 Nc6 c4 g6 e3 Bg7 Nf3 d6 Nc3 Nf6 d4 O-O Be2 Re8 dxe5 dxe5 Qxd8 Rxd8 a3 e4 Nd2 Bf5 h3 h5 O-O-O h4 g4 hxg3 fxg3 Ne5 g4 Bd7 g5 Ne8 Ndxe4 Bf5 h4 c6 Rxd8 Rxd8 Nf2 Nc7 Nce4 Ne6 Rd1 Rxd1+ Kxd1 Bxe4 Nxe4 Nd7 Bxg7 Kxg7 Nd6 Nd8 Bg4 Ne5 Bc8 b6 Ke2 Kf8 Bh3 a6 a4 c5 Nc8 Ndc6 Nxb6 Ke7 Bc8 a5 Bb7 Nb4 Be4 Kd6 Nc8+ Kd7 Na7 Ke7 Nb5 f6 gxf6+ Kxf6 Nc7 Nf7 Na8 Nd6 Bb1 Nc6 Nb6 Ne5 Nd5+ Ke6 Nf4+ Kf6 Kf2 Nc8 Nd3 Nxd3+ Bxd3 Nd6 Kg3,1-0
d4 Nf6 c4 e6 Nf3 d5 Nc3 c6 Bg5 Nbd7 e3 h6 Bh4 Be7 Bd3 dxc4 Bxc4 b5 Bd3 Bb7 a3 a5 O-O O-O Ne5 Nxe5 dxe5 Nd7 Bxe7 Qxe7 f4 Nc5 Bb1 b4 Qc2 g6 axb4 axb4 Rxa8 Rxa8 Ne2 Ba6 Rd1 b3 Qd2 Bxe2 Qxe2 Rd8 Rc1 Rd5 h3 Kg7 Kh2 Qd8 Qc4 Nd3 Rc3 Nf2 Be4 Ng4+ Kg3 Nxe5 Qxb3 Rd2 Rc5 Nd7 Qc3+ Nf6 Rxc6 Rd1 Bf3 Rd3 Qe5 Rb3 Rc7 Kf8 Qc5+ Kg7 Qe5 Kf8 Qc5+ Kg7 Rc8 Nd7 Qd4+ e5 Rxd8 exd4 Rxd7 dxe3 Rxf7+,1-0
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be2 Nbd7 Nf3 e5 Be3 O-O d5 Ng4 Bg5 f6 Bh4 Nh6 Nd2 g5 Bg3 f5 f3 c5 Bf2 Nf6 h3 b6 g4 f4 h4 Nf7 Qc2 gxh4 Bxh4 Bh6 O-O-O Bg5 Bf2 Bd7 a3 Kg7 b4 Rh8 Rdg1 Qe7 Bd3 h5 gxh5 Rxh5 Rxh5 Nxh5 Qd1 Rh8 Qe1 Nf6 Ne2 Qd8 Kb2 Rh2 Nf1 Rh3 Nd2 Qh8 Nc3 Kf8 Kb3 Qh5 a4 Bh4 Bxh4 Rxh4 a5 Rh2 axb6 axb6 Qd1 Ke7 Be2 cxb4 Kxb4 Qh4 Qf1 Ng5 Kb3 Kf7 Qa1 Nh3 Rh1 Rxh1 Qxh1 Qf2 Qa1 Qd4 Qc1 Ng5 Kc2 Kg6 Qh1 Qe3 Qb1 Bh3 Qh1 Nh5 Qh2 Ng3 Bd1 Nf1 Nxf1 Bxf1 Qh8 Qd3+ Kb2 Qd2+ Kb3 Bd3 Qg8+ Kh5 Qh8+ Kg6 Qg8+ Kh6 Qf8+ Kh5 Qxd6 Kh4 Qxe5 Qe3 Qf5 Nxf3 Qh7+ Kg3 Bxf3 Qxf3 d6 Qf2 d7 Qc2+ Ka3 Qb2+ Kxb2,1-0
d4 Nf6 Bf4 d5 e3 c5 c3 Nc6 Nd2 Bf5 Ngf3 e6 Qb3 Qc8 Nh4 c4 Qd1 Be7 Nxf5 exf5 Be2 b5 O-O O-O Bg5 Ne4 Bxe7 Nxe7 a4 a6 Qc2 Qb7 Nxe4 fxe4 f3 Nf5 Qd2 Nd6 axb5 axb5 fxe4 Nxe4 Qc2 Rxa1 Rxa1 Ra8 Rxa8+ Qxa8 Qc1 g6 Bf3 Nf6 h3 Kg7 Kf2 h5 Qb1 b4 cxb4 Qa4 Qe1 Qc2+ Qe2 Qf5 Kg1 g5 g4 hxg4 hxg4 Qd7 Kg2 Qd6 Qd2 Qd7 Kh3 Qe8 e4 Nxe4 Bxe4 Qxe4 Qxg5+ Kf8 Qd8+ Kg7 Qg5+ Kf8 Qd2 Kg7 Kg3 f6 b5 Qe6 Kf3 Qe4+ Kg3 Qe6 Qc3 Qe4 b6 Qe7 Qf3 Qd6+ Kh3 Qxb6 Qxd5 Qb3+ Kh4 Qxb2 Qd7+ Kh6 Kg3 Qc3+ Kf4 Qd2+ Kf5 Qf2+ Ke6 Qe3+ Kf7 Qg5 d5 Qg7+ Ke6 Qxd7+ Kxd7 c3,0-1
d4 d5 c4 c6 Nf3 dxc4 e3 Be6 a4 Nf6 Nc3 g6 e4 h6 Be2 Bg7 O-O O-O Be3 Nbd7 Nd2 a5 Nxc4 Bxc4 Bxc4 e6 Be2 Qe7 Qd2 Kh7 e5 Nd5 Nxd5 exd5 f4 Rfe8 Bd3 f5 g4 Qe6 gxf5 gxf5 Rf3 Re7 Kh1 Rf7 Rg1 Nb6 b3 Nc8 Rfg3 Ne7 Qg2 Rg8 Bc1 Kh8 Ba3 Kh7 Qh3 Rgf8 Qh5 Kh8 Bc5 Kh7 Bxe7 Rxe7 Rg6 Qc8 e6,1-0
e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 c4 Nf6 Nc3 Nc6 O-O g6 d4 cxd4 Nxd4 Bg7 Nde2 Qe6 Nd5 Rc8 f3 O-O Rb1 Qd7 Ndc3 Rfd8 Kh1 e6 Bg5 Ne7 Qd3 h6 Bh4 g5 Bf2 Nc6 Qd2 d5 cxd5 exd5 Rfd1 dxe4 Qxd7 Rxd7 Rxd7 Nxd7 Nxe4 Nb4 N2c3 Nd3 Bxa7 Nxb2 Rxb2 Bxc3 Rxb7 Ba5 Be3 Ne5 h4 gxh4 Rb5 Nc4 Bxh6 Rd8 Nf6+ Kh8 Rh5,1-0
d4 Nf6 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5 e4 Nb6 Ne2 c5 d5 O-O O-O e6 Nbc3 Na6 h3 exd5 exd5 Nc4 b3 Nd6 Bf4 b6 Qd2 Bb7 Rad1 Nc7 g4 Qd7 a4 f5 g5 Rad8 Bg3 f4 Nxf4 Nf5 Nb5 Nxb5 axb5 Nd4 Ne6,0-1
d4 d5 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6 Qc2 Bd6 Bxd6 Qxd6 e3 Ne7 Bd3 Nd7 Nge2 h6 O-O O-O a3 a5 Rad1 b6 e4 dxe4 Nxe4 Qb8 N2c3 Ba6 Bxa6 Rxa6 d5 Nxd5 Nxd5 cxd5 Rxd5 Ra7 Qd2 Nc5 Nf6+ gxf6 Qxh6 f5 Qg5+ Kh8 Qf6+ Kg8 Rxf5 Ne4 Qh4 Re8 Rh5 f5,1-0
d4 Nf6 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5 e4 Nb6 Ne2 c5 d5 e6 O-O O-O Nec3 Na6 a4 exd5 exd5 Nb4 Be3 Bd4 a5 Bxe3 axb6 Bd4 bxa7 Bf5 Na3 Rxa7 Ncb5 Rxa3 Rxa3 Bxb2 Re3 Qb6 Qe2 Bg7 Rd1 Bd7 Na3 Bd4 Re7 Ba4 Rc1 Qf6 Rxb7 Bb2 Rxc5 Bxa3 h4 Nd3 Ra5 Nc5 Rba7 Qd4 Qe3 Qxe3 fxe3 Bc1 Kf2 Nd3+ Ke2 Bc2 d6 Re8 Ra8,1-0
d4 d5 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6 Qc2 Bd6 Bxd6 Qxd6 e3 Ne7 Bd3 g6 f3 Nd7 Nge2 O-O O-O c5 Qd2 a6 Rad1 cxd4 exd4 Nf6 g4 Kg7 Qf4 Rd8 Rfe1 b5 Qxd6 Rxd6 Nf4 Kf8 h4 Bd7 Kf2 Ne8 Rc1 Rc8 a3 Nc7 Nce2 Rb6 Rc5 Ne6 Nxe6+ Bxe6 Rec1 Ke8 Nf4 Kd8 b4 Ra8 h5 Rd6 Be2 g5 Nd3,1-0
d4 d5 c4 e6 Nc3 Be7 cxd5 exd5 Bf4 c6 e3 Bd6 Bxd6 Qxd6 Bd3 Ne7 f3 b6 Nge2 Ba6 e4 f6 exd5 Bxd3 Qxd3 cxd5 O-O O-O f4 f5 Kh1 a6 Ng1 Nd7 Na4 b5 Nc5 Nxc5 dxc5 Qxc5 Rac1 Qd6 Rfe1 Rac8 Rxc8 Rxc8 Nf3 Rc4 g3 Re4 Rc1 h6 Nd2 Re6 Nb3 Qb4 Qc3 Qxc3 bxc3 Re2 Ra1 Rc2 Nc5 Rxc3 Nxa6 d4 Nb4 Nc6 Nxc6 Rxc6 Rb1 Rc2 Rd1 Rc4 Kg2 Kf7 Kf3 Ke6 Re1+ Kd6 Re8 Rc3+ Ke2 Kd5 Kd2 Ra3 Rd8+ Ke4 Re8+ Kf3 Re5 Rxa2+ Kd3 b4 Rxf5 Rxh2 Rf7 b3 Rxg7 b2 Rb7 Kxg3 f5 Rf2 Kxd4 h5 f6 h4 f7 Rxf7 Rxb2 h3 Rb8 Rf4+ Ke3 h2 Rb1 Rf3+ Ke4 Kg2,0-1
d4 d5 c4 e6 Nc3 Be7 Bf4 c6 e3 Bd6 Bxd6 Qxd6 cxd5 exd5 Bd3 Ne7 f3 Nf5 Qd2 Qh6 Bxf5 Bxf5 Nge2 Na6 O-O-O O-O-O g4 Bd7 h4 Qd6 Nf4 Kb8 Rhe1 h6 Nd3 f6 h5 Rhe8 a3 Nc7 Qf2 Bc8 Kb1 b6 Ka1 Ba6 Nf4 Ne6 Ng6 c5 Nh4 cxd4 exd4 Nf4 Nf5 Qc7 Qd2 Rxe1 Rxe1 Rd7 Re3 Kb7 b3 Qc6 Kb2 Rc7 a4 Ne6 Na2 Qd7 Nb4 Bf1 Qe1 a5 Rxe6 axb4 Re7 Qc6 Rxc7+ Qxc7 Qxb4 Be2 Qf8 Bxf3 Nd6+ Kc6 Nb5 Qh2+ Ka3 Bxg4 Qe8+ Kb7 Qe7+ Kb8 Qd8+ Kb7 Qxd5+ Kc8 Qg8+ Kd7 Qxg7+,1-0
d4 Nf6 c4 g6 g3 d5 cxd5 Nxd5 Bg2 Bg7 e4 Nb6 Ne2 c5 d5 O-O O-O e6 Nec3 Na6 a4 Nb4 Be3 Bd4 Bxd4 cxd4 Na2 Nxa2 Rxa2 e5 Nd2 a5 Qb3 Qd6 f4 f6 fxe5 fxe5 Rxf8+ Kxf8 Nf3 Nd7 Qa3 Ke7 Ra1 Qxa3 bxa3 Kd6 Ng5 h6 Nf7+ Ke7 Nxh6 Nf6 Rf1 Ra6 h3 Bd7 g4 Bxa4 g5 Nh5 Rf7+ Ke8 Rxb7 d3 Bf3 d2 Ng4 Bc2 Ne3,0-1
